mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R17,R19,R21,R22,R23,R24,R27,R29,R30,R32,R33,R35,R36,R38,R39
LN00002413_1719,-10.331347293702922,2.0,0.40947975377060364,,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H] | R7=[H].[H] | R8=[H].[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cc(OC)ccc6C5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],[H],,[H],,[H].[H],[H].[H],[H].[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
LN02041989_5780,-10.270618879714938,2.0,0.4065234804763269,,R1=Br | R2=[H] | R3=[H] | R5=[H] | R7=[H].[H] | R8=[H]C([H])[H].[H]C([H])[H] | R10=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(Br)ccc6C(C)(C)C5)cc4F)CC2)n3C)c(=O)c1,Br,[H],[H],,[H],,[H].[H],[H]C([H])[H].[H]C([H])[H],,[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-25398605_27973,-10.175625114753528,2.0,0.4018991619401342,,R1=[H].[H]OC([H])[H] | R2=[H].[H] | R4=[H] | R5=[H] | R6=Cl | R7=[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(Cl)ccc6C[C@H]5CO)cc4F)CC2)n3C)c(=O)c1,[H].[H]OC([H])[H],[H].[H],,[H],[H],Cl,[H],,[H].[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-8142026_25148,-10.164300116627654,2.0,0.4013478584016641,,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H] | R5=[H] | R6=[H] | R7=[H] | R9=[H].[H]C([H])[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5[C@H](C)Cc6ccccc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],[H].[H],,[H],[H],[H],[H],,[H].[H]C([H])[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-27152590_24995,-10.06879079653591,2.0,0.39669844252201314,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=F | R7=[H] | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(F)cccc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,F,[H],[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-366757_8902,-10.05939568547996,2.0,0.39624108633423316,,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccccc6[C@@H](C)C5)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],[H].[H],,[H].[H],,[H],[H],[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
LN05346938_6563,-10.048219228857727,2.0,0.39569701383065214,,R1=[H].[H]OC([H])[H] | R4=[H].[H] | R6=[H] | R7=[H].[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6ccccc6[C@@H]5CO)cc4F)CC2)n3C)c(=O)c1,[H].[H]OC([H])[H],,,[H].[H],,[H],[H].[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-3157469_30926,-10.0065469567127,2.0,0.39366839794619074,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=Cl | R7=[H] | R8=F | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(Cl)cc(F)cc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,Cl,[H],F,[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-1695746_11414,-9.989868251426028,2.0,0.3928564746999842,,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H].[H] | R6=[H].[H]C([H])[H] | R8=[H].[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(OC)ccc6C[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],[H],,[H].[H],[H].[H]C([H])[H],,[H].[H],,[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-3157469_30927,-9.970446356373454,2.0,0.3919110123389956,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=Cl | R7=[H] | R8=F | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(Cl)cc(F)cc6[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,Cl,[H],F,[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
LN02152321_1106,-9.853493460227014,2.0,0.3862177181977317,,R1=Br | R3=[H] | R5=[H].[H] | R6=[H] | R7=[H]C([H])([H])O | R8=[H].[H] | R10=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(OC)ccc(Br)c6C5)cc4F)CC2)n3C)c(=O)c1,Br,,[H],,[H].[H],[H],[H]C([H])([H])O,[H].[H],,[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-46981635_18879,-9.806518123954303,2.0,0.3839309479201453,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=F | R7=Br | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(ccc(Br)c6F)[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,F,Br,[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-7430730_19522,-9.657188118916563,2.0,0.3766615285999796,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H] | R9=Br | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cccc(Br)c6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,[H],[H],[H],Br,,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-7505639_31976,-9.614222798310333,2.0,0.37456996681617655,,R1=[H].[H]C(F)F | R2=[H].[H] | R4=[H] | R5=[H] | R6=Br | R7=[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6cc(Br)ccc6C[C@H]5C(F)F)cc4F)CC2)n3C)c(=O)c1,[H].[H]C(F)F,[H].[H],,[H],[H],Br,[H],,[H].[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-37160592_14574,-9.591599071934757,2.0,0.37346863856290824,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=Cl | R7=[H] | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(Cl)cccc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,Cl,[H],[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-154115_28466,-9.576415649430484,2.0,0.3727295060297585,,R1=[H]C([H])[H] | R2=[H] | R3=[H]C([H])[H] | R5=[H].[H] | R6=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(C)cc(C)cc6C5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H],[H]C([H])[H],,[H].[H],[H].[H],,[H].[H],,[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-52053202_37361,-9.541522385160699,2.0,0.3710308938227722,,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H].[H] | R7=[H].[H]C([H])[H] | R8=[H].[H]C([H])[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccc(OC)cc6[C@H](C)[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],[H],,[H].[H],,[H].[H]C([H])[H],[H].[H]C([H])[H],,[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-27717776_31651,-9.534716210728671,2.0,0.37069956767100465,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=Cl | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6ccc(Cl)cc6[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,[H],[H],Cl,[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-384725_8952,-9.453893646809739,2.0,0.3667651064921602,,R1=[H]C([H])([H])O | R2=[H] | R4=[H].[H] | R6=[H].[H] | R7=[H].[H] | R9=[H] | R10=[H]O | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cc(O)c(OC)cc6C5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],,[H].[H],,[H].[H],[H].[H],,[H],[H]O,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
LN02176516_2080,-9.447602765331412,2.0,0.3664588649210315,,R1=[H].[H]C([H])[N+]([H])([H])[H] | R3=[H].[H] | R4=[H].[H] | R7=[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccccc6C[C@H]5C[NH3+])cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[N+]([H])([H])[H],,[H].[H],[H].[H],,,[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-52053202_37359,-9.433871116072082,2.0,0.36579040504655225,,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H].[H] | R7=[H].[H]C([H])[H] | R8=[H].[H]C([H])[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccc(OC)cc6[C@@H](C)[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],[H],,[H].[H],,[H].[H]C([H])[H],[H].[H]C([H])[H],,[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-82527_31778,-9.375029551512373,2.0,0.36292598402057674,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H] | R9=F | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cccc(F)c6C5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,[H],[H],[H],F,,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-1250801_26252,-9.34702704206142,2.0,0.36156281535822765,,R1=[H].[H]C([H])C([H])([H])[H] | R2=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CC[C@H]1CN(C(=O)c2cc(C)c(C3=CCN([C@@H](C)c4cc5c(-n6ccc(NC)cc6=O)ccnc5n4C)CC3)c(F)c2)Cc2ccccc21,[H].[H]C([H])C([H])([H])[H],[H].[H],,[H].[H],,[H],[H],[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-119688_3525,-9.330460464536847,2.0,0.3607563505175164,,R1=[H]C([H])([H])O | R2=[H] | R3=[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R10=[H]C([H])([H])O | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6c(ccc(OC)c6OC)C5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])([H])O,[H],[H],,[H].[H],,[H].[H],[H].[H],,[H]C([H])([H])O,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-111976_9535,-9.318244697529193,2.0,0.36016168414304184,,R1=[H].[H]C([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H]O | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6ccc(O)cc6[C@H]5C)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],,[H].[H],[H].[H],,[H],[H],[H]O,[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-136405_21697,-9.305908695570704,2.0,0.3595611647032414,,R1=[H]C(C([H])([H])[H])C([H])([H])[H] | R2=[H] | R3=[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cc(C(C)C)ccc6C5)cc4F)CC2)n3C)c(=O)c1,[H]C(C([H])([H])[H])C([H])([H])[H],[H],[H],,[H].[H],,[H].[H],[H].[H],,[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-264342_38897,-9.303476352231876,2.0,0.35944275766470896,,R1=[H].[H]C([H])C([H])([H])[H] | R3=[H].[H] | R4=[H].[H] | R6=[H]C([H])([H])O | R7=[H]C([H])([H])O | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],CC[C@@H]1c2ccc(OC)c(OC)c2CCN1C(=O)c1cc(C)c(C2=CCN([C@@H](C)c3cc4c(-n5ccc(NC)cc5=O)ccnc4n3C)CC2)c(F)c1,[H].[H]C([H])C([H])([H])[H],,[H].[H],[H].[H],,[H]C([H])([H])O,[H]C([H])([H])O,[H],[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
